"ProbeID","GeneSymbol","ModuleColor","kME"
"A_23_P368558","A_23_P368558","blue",1
"A_23_P253123","VGLL1","grey",1
"A_33_P3307742","A_33_P3307742","turquoise",1
"A_33_P3331687","A_33_P3331687","blue",1
"A_33_P3392192","A_33_P3392192","turquoise",1
"A_23_P368691","ABCC9","turquoise",1
"A_33_P3409234","A_33_P3409234","turquoise",1
"A_23_P50907","ITGAV","blue",1
"A_23_P55961","TULP2","turquoise",1
"A_23_P385199","EPHA10","grey",1
"A_33_P3302300","A_33_P3302300","turquoise",1
"A_33_P3254634","A_33_P3254634","blue",1
"A_24_P932305","A_24_P932305","turquoise",1
"A_23_P60016","PTTG3P","blue",1
"A_33_P3289296","A_33_P3289296","blue",1
"A_23_P94795","TEAD4","grey",1
"A_33_P3390474","A_33_P3390474","blue",1
"A_23_P26024","C15orf48","blue",1
"A_23_P303851","TAS2R45","blue",1
"A_23_P79978","SLC24A3","blue",1
"A_32_P108655","AK4","turquoise",1
"A_23_P305033","TAB3","turquoise",1
"A_23_P430161","EXOC8","blue",1
"A_24_P870620","PTN","turquoise",1
"A_33_P3217028","A_33_P3217028","blue",1
"A_23_P132595","VGLL4","blue",1
"A_24_P70183","MYH11","turquoise",1
"A_33_P3424591","A_33_P3424591","blue",1
"A_33_P3238533","A_33_P3238533","turquoise",1
"A_23_P392476","AK9","brown",1
"A_33_P3266780","A_33_P3266780","turquoise",1
"A_33_P3221783","A_33_P3221783","turquoise",1
"A_24_P683861","A_24_P683861","blue",1
"A_33_P3416473","A_33_P3416473","turquoise",1
"A_23_P23411","PRCC","blue",1
"A_33_P3316790","A_33_P3316790","turquoise",1
"A_23_P160828","C1orf159","blue",1
"A_32_P133090","A_32_P133090","turquoise",1
"A_24_P357169","EPPK1","blue",1
"A_33_P3226985","A_33_P3226985","blue",1
"A_24_P98047","SLC16A10","turquoise",1
"A_33_P3245908","A_33_P3245908","turquoise",1
"A_33_P3373348","A_33_P3373348","turquoise",1
"A_33_P3323520","A_33_P3323520","blue",1
"A_33_P3297883","A_33_P3297883","turquoise",1
"A_23_P85922","BMP8A","turquoise",1
"A_33_P3226060","A_33_P3226060","turquoise",1
"A_23_P252306","ID1","turquoise",1
"A_23_P255569","DUS1L","blue",1
"A_23_P131771","TPD52L2","blue",1
"A_23_P55998","SLC1A5","blue",1
"A_33_P3422043","A_33_P3422043","turquoise",1
"A_33_P3281816","A_33_P3281816","blue",1
"A_23_P89155","CDK3","blue",1
"A_23_P148463","CUL4B","blue",1
"A_23_P5131","ISYNA1","blue",1
"A_24_P419309","SNRNP40","blue",1
"A_23_P346969","PIK3CB","blue",1
"A_23_P360316","FUT3","grey",1
"A_23_P312150","EDN2","grey",1
"A_23_P7325","BST1","grey",1
"A_23_P114061","TRPM3","turquoise",1
"A_33_P3335522","A_33_P3335522","blue",1
"A_24_P296254","ARHGAP11A","blue",1
"A_33_P3285580","A_33_P3285580","blue",1
"A_23_P394377","KCNRG","brown",1
"A_23_P254733","CENPU","blue",1
"A_33_P3324980","A_33_P3324980","turquoise",1
"A_33_P3306146","A_33_P3306146","blue",1
"A_33_P3292198","A_33_P3292198","turquoise",1
"A_23_P110234","CSN1S1","turquoise",1
"A_24_P31235","EIF5A","blue",1
"A_23_P251881","NCR3","turquoise",1
"A_24_P201531","ARCN1","blue",1
"A_24_P363408","HEY2","turquoise",1
"A_33_P3261019","A_33_P3261019","turquoise",1
"A_32_P148122","IGKC","blue",1
"A_23_P334955","FAM167A","turquoise",1
"A_23_P433798","PODNL1","blue",1
"A_33_P3296230","A_33_P3296230","grey",1
"A_23_P31921","ASS1","blue",1
"A_33_P3398897","A_33_P3398897","blue",1
"A_33_P3404899","A_33_P3404899","turquoise",1
"A_24_P684186","EMB","grey",1
"A_33_P3218797","A_33_P3218797","blue",1
"A_33_P3294598","A_33_P3294598","turquoise",1
"A_33_P3345299","A_33_P3345299","turquoise",1
"A_33_P3213459","A_33_P3213459","turquoise",1
"A_23_P25994","LGMN","blue",1
"A_23_P130352","KCTD1","blue",1
"A_23_P88740","CENPN","blue",1
"A_33_P3397323","A_33_P3397323","blue",1
"A_23_P32805","GRID1","turquoise",1
"A_33_P3324004","A_33_P3324004","turquoise",1
"A_23_P115091","RAB25","blue",1
"A_33_P3401711","A_33_P3401711","turquoise",1
"A_23_P137423","IGSF8","blue",1
"A_23_P201086","ARF1","blue",1
"A_33_P3342195","A_33_P3342195","turquoise",1
"A_33_P3711933","A_33_P3711933","turquoise",1
"A_23_P157333","EPHA1","blue",1
"A_33_P3618434","A_33_P3618434","turquoise",1
"A_24_P13083","TSPAN18","turquoise",1
"A_33_P3335506","A_33_P3335506","blue",1
"A_33_P3246663","A_33_P3246663","turquoise",1
"A_32_P722809","IGKV1-5","blue",1
"A_33_P3329078","A_33_P3329078","grey",1
"A_23_P203716","NEU3","turquoise",1
"A_24_P942604","SMC1A","blue",1
"A_24_P177553","SNORD14E","grey",1
"A_33_P3418025","A_33_P3418025","blue",1
"A_33_P3291559","A_33_P3291559","turquoise",1
"A_24_P237912","A_24_P237912","turquoise",1
"A_23_P392470","NR3C2","blue",1
"A_24_P212024","A_24_P212024","blue",1
"A_24_P386771","PPP1CC","blue",1
"A_23_P168339","MAS1","turquoise",1
"A_33_P3243957","A_33_P3243957","blue",1
"A_33_P3350202","A_33_P3350202","blue",1
"A_33_P3267375","A_33_P3267375","turquoise",1
"A_23_P63390","FCGR1BP","turquoise",1
"A_23_P64919","RERGL","turquoise",1
"A_23_P387537","PRRG3","turquoise",1
"A_23_P368645","AGPS","blue",1
"A_23_P70571","SLC39A7","grey",1
"A_24_P389994","NADK","blue",1
"A_23_P348253","CDHR3","brown",1
"A_23_P114983","TRIM63","blue",1
"A_33_P3356092","A_33_P3356092","turquoise",1
"A_23_P142070","TSPAN16","turquoise",1
"A_23_P26583","NLRC5","turquoise",1
"A_33_P3245126","A_33_P3245126","turquoise",1
"A_24_P925635","SEPTIN7P2","turquoise",1
"A_33_P3422999","A_33_P3422999","turquoise",1
"A_33_P3251940","A_33_P3251940","turquoise",1
"A_23_P23639","MCOLN2","turquoise",1
"A_33_P3300430","A_33_P3300430","blue",1
"A_23_P216712","TRPM6","grey",1
"A_24_P314351","ZBTB33","blue",1
"A_33_P3414472","A_33_P3414472","turquoise",1
"A_23_P127824","TNNT3","turquoise",1
"A_33_P3385376","A_33_P3385376","blue",1
"A_33_P3387005","A_33_P3387005","turquoise",1
"A_33_P3293858","A_33_P3293858","grey",1
"A_33_P3239052","A_33_P3239052","turquoise",1
"A_24_P136758","SAMD4B","blue",1
"A_24_P377225","USP46","blue",1
"A_23_P202219","CALHM2","turquoise",1
"A_33_P3424143","A_33_P3424143","blue",1
"A_33_P3342822","A_33_P3342822","turquoise",1
"A_33_P3275412","A_33_P3275412","turquoise",1
"A_33_P3245480","A_33_P3245480","blue",1
"A_23_P344531","A_23_P344531","turquoise",1
"A_24_P43092","SEPTIN2","blue",1
"A_33_P3244473","A_33_P3244473","blue",1
"A_33_P3807593","A_33_P3807593","blue",1
"A_33_P3419790","A_33_P3419790","turquoise",1
"A_23_P70688","LY86","turquoise",1
"A_33_P3526458","A_33_P3526458","blue",1
"A_23_P61406","SHC3","blue",1
"A_32_P137920","RSPH4A","brown",1
"A_32_P163533","ZNF322P1","turquoise",1
"A_33_P3353210","A_33_P3353210","turquoise",1
"A_23_P35576","ZNF518A","blue",1
"A_24_P73669","GSPT1","blue",1
"A_33_P3350634","A_33_P3350634","blue",1
"A_23_P88963","ALDOA","blue",1
"A_33_P3224483","A_33_P3224483","blue",1
"A_24_P341000","LMO7DN","turquoise",1
"A_23_P218549","ADGRE3","grey",1
"A_23_P40295","LAMP5","grey",1
"A_23_P47682","NRIP3","grey",1
"A_33_P3234138","A_33_P3234138","grey",1
"A_32_P123088","TICAM2","blue",1
"A_33_P3318148","A_33_P3318148","turquoise",1
"A_23_P104188","ELF3","blue",1
"A_23_P89824","TMEM241","turquoise",1
"A_33_P3376249","A_33_P3376249","turquoise",1
"A_33_P3382538","A_33_P3382538","blue",1
"A_33_P3239759","A_33_P3239759","turquoise",1
"A_33_P3366877","A_33_P3366877","blue",1
"A_24_P226069","FGFBP2","grey",1
"A_33_P3388322","A_33_P3388322","blue",1
"A_33_P3415526","A_33_P3415526","blue",1
"A_33_P3298062","A_33_P3298062","blue",1
"A_23_P1904","MS4A2","turquoise",1
"A_33_P3269636","A_33_P3269636","blue",1
"A_23_P111037","H3C1","turquoise",1
"A_33_P3284129","A_33_P3284129","grey",1
"A_24_P193093","KLRK1","turquoise",1
"A_24_P281403","OR4C46","turquoise",1
"A_24_P917819","ANKRD30BP2","grey",1
"A_24_P153840","FGD3","turquoise",1
"A_24_P9833","PRDM11","turquoise",1
"A_32_P62963","KRT16P3","blue",1
"A_33_P3253892","A_33_P3253892","turquoise",1
"A_33_P3342953","A_33_P3342953","turquoise",1
"A_23_P205046","ANKRD10","blue",1
"A_33_P3303649","A_33_P3303649","grey",1
"A_24_P170395","A_24_P170395","blue",1
"A_33_P3274763","A_33_P3274763","blue",1
"A_23_P47148","NOX4","blue",1
"A_33_P3263696","A_33_P3263696","blue",1
"A_23_P103424","RGS8","turquoise",1
"A_33_P3264238","A_33_P3264238","turquoise",1
"A_23_P147383","GPAA1","blue",1
"A_23_P52067","GRHL3","turquoise",1
"A_24_P783008","A_24_P783008","turquoise",1
"A_33_P3411628","A_33_P3411628","blue",1
"A_33_P3328973","A_33_P3328973","turquoise",1
"A_24_P184799","COCH","blue",1
"A_33_P3872301","A_33_P3872301","turquoise",1
"A_23_P387552","RARG","blue",1
"A_33_P3363445","A_33_P3363445","blue",1
"A_33_P3360665","A_33_P3360665","blue",1
"A_23_P140830","ELMO3","blue",1
"A_33_P3351298","A_33_P3351298","grey",1
"A_24_P174341","CCNT2","blue",1
"A_24_P150580","RASL12","turquoise",1
"A_23_P251043","SYNDIG1","blue",1
"A_33_P3268284","A_33_P3268284","blue",1
"A_24_P235049","MTHFD1L","turquoise",1
"A_23_P162719","DIAPH3","blue",1
"A_33_P3318117","A_33_P3318117","blue",1
"A_32_P31618","GSR","blue",1
"A_33_P3240182","A_33_P3240182","blue",1
"A_33_P3289248","A_33_P3289248","blue",1
"A_23_P125639","ZFX","blue",1
"A_33_P3386459","A_33_P3386459","blue",1
"A_23_P39840","VAMP5","turquoise",1
"A_24_P315941","A_24_P315941","blue",1
"A_24_P127235","BCR","turquoise",1
"A_33_P3358392","A_33_P3358392","turquoise",1
"A_32_P75425","LINC00999","blue",1
"A_23_P345460","PLEKHG4","grey",1
"A_33_P3417086","A_33_P3417086","turquoise",1
"A_33_P3705907","A_33_P3705907","blue",1
"A_33_P3384552","A_33_P3384552","turquoise",1
"A_33_P3347658","A_33_P3347658","blue",1
"A_23_P300867","MIPOL1","grey",1
"A_33_P3323448","A_33_P3323448","turquoise",1
"A_23_P25475","SOAT2","turquoise",1
"A_33_P3245952","A_33_P3245952","blue",1
"A_23_P74449","HPDL","blue",1
"A_33_P3365621","A_33_P3365621","turquoise",1
"A_23_P7761","C5orf22","blue",1
"A_23_P158851","PCDH10","turquoise",1
"A_23_P63972","A_23_P63972","turquoise",1
"A_33_P3283044","A_33_P3283044","blue",1
"A_33_P3228985","A_33_P3228985","turquoise",1
"A_23_P390722","TOR1AIP2","turquoise",1
"A_33_P3386297","A_33_P3386297","turquoise",1
"A_23_P324754","CEMIP","blue",1
"A_33_P3395008","A_33_P3395008","blue",1
"A_32_P61684","PAG1","turquoise",1
"A_32_P98227","LDB3","blue",1
"A_24_P163405","TRIM27","blue",1
"A_23_P154855","KCNE1","turquoise",1
"A_24_P368575","SLC4A7","turquoise",1
"A_33_P3322450","A_33_P3322450","grey",1
"A_33_P3596355","A_33_P3596355","turquoise",1
"A_23_P4400","KRTAP4-11","blue",1
"A_33_P3396214","A_33_P3396214","blue",1
"A_24_P355493","LHPP","turquoise",1
"A_23_P256158","ADRA2C","turquoise",1
"A_23_P139146","MS4A8","brown",1
"A_33_P3226154","A_33_P3226154","blue",1
"A_24_P246196","CLEC4M","turquoise",1
"A_32_P226149","YWHAZ","blue",1
"A_23_P201939","PPM1J","turquoise",1
"A_23_P214950","PERP","blue",1
"A_23_P330908","DERL1","blue",1
"A_24_P374382","TOP1P2","blue",1
"A_32_P159192","A_32_P159192","blue",1
"A_33_P3335228","A_33_P3335228","blue",1
"A_23_P41987","GFRA3","grey",1
"A_23_P157196","RPS2P32","turquoise",1
"A_24_P159702","LMAN1","blue",1
"A_33_P3371219","A_33_P3371219","turquoise",1
"A_33_P3290409","A_33_P3290409","blue",1
"A_32_P720220","LINC01559","turquoise",1
"A_24_P813550","A_24_P813550","blue",1
"A_33_P3251252","A_33_P3251252","blue",1
"A_23_P365218","ADGRF1","grey",1
"A_23_P217079","DPM2","blue",1
"A_23_P127288","IL2RA","grey",1
"A_33_P3402010","A_33_P3402010","turquoise",1
"A_33_P3362781","A_33_P3362781","blue",1
"A_33_P3361771","A_33_P3361771","turquoise",1
"A_23_P204630","NTN4","blue",1
"A_33_P3227079","A_33_P3227079","grey",1
"A_33_P3397955","A_33_P3397955","turquoise",1
"A_33_P3366048","A_33_P3366048","turquoise",1
"A_23_P3368","FURIN","blue",1
"A_33_P3390868","A_33_P3390868","turquoise",1
"A_33_P3290729","A_33_P3290729","grey",1
"A_33_P3387766","A_33_P3387766","brown",1
"A_33_P3331178","A_33_P3331178","blue",1
"A_24_P300302","ZNF300P1","turquoise",1
"A_23_P35820","CFL1","blue",1
"A_32_P172882","A_32_P172882","turquoise",1
"A_33_P3337259","A_33_P3337259","blue",1
"A_33_P3281444","A_33_P3281444","blue",1
"A_23_P311232","CLASP1","blue",1
"A_23_P204847","LCP1","turquoise",1
"A_23_P170352","MRPL12","blue",1
"A_33_P3233105","A_33_P3233105","turquoise",1
"A_33_P3268466","A_33_P3268466","grey",1
"A_23_P218058","KLRC4","turquoise",1
"A_33_P3283515","A_33_P3283515","turquoise",1
"A_33_P3320272","A_33_P3320272","blue",1
"A_33_P3268334","A_33_P3268334","blue",1
"A_23_P18362","SLITRK3","turquoise",1
"A_33_P3373715","A_33_P3373715","blue",1
"A_24_P212443","UBE3C","blue",1
"A_23_P137209","UBA1","blue",1
"A_33_P3272117","A_33_P3272117","blue",1
"A_23_P208847","SIRT6","blue",1
"A_23_P311144","CCDC138","turquoise",1
