"ProbeID","GeneSymbol","ModuleColor","kME"
"A_33_P3327657","A_33_P3327657","turquoise",1
"A_23_P66664","TADA2A","blue",1
"A_23_P53137","HBG1","grey",1
"A_33_P3239714","A_33_P3239714","turquoise",1
"A_33_P3382999","A_33_P3382999","turquoise",1
"A_32_P19294","GLT1D1","turquoise",1
"A_33_P3333863","A_33_P3333863","blue",1
"A_23_P377750","FGF10","turquoise",1
"A_24_P418637","MACF1","turquoise",1
"A_33_P3391578","A_33_P3391578","blue",1
"A_33_P3253717","A_33_P3253717","turquoise",1
"A_23_P64954","USP5","blue",1
"A_23_P67725","LMNB2","blue",1
"A_23_P399078","TIMP3","turquoise",1
"A_23_P157963","CNTLN","turquoise",1
"A_23_P147665","OLFML1","turquoise",1
"A_23_P215634","IGFBP3","blue",1
"A_33_P3901921","A_33_P3901921","blue",1
"A_23_P7679","NUP155","blue",1
"A_33_P3213557","A_33_P3213557","turquoise",1
"A_33_P3227443","A_33_P3227443","turquoise",1
"A_24_P174294","LRRTM4","turquoise",1
"A_33_P3397443","A_33_P3397443","blue",1
"A_24_P409800","KCTD16","turquoise",1
"A_23_P401904","PHF19","blue",1
"A_32_P101779","SEC14L3","brown",1
"A_23_P138835","CAPN1","blue",1
"A_23_P92093","CELSR3","blue",1
"A_33_P3414591","A_33_P3414591","blue",1
"A_23_P125253","LDB2","turquoise",1
"A_23_P164228","ATP5MC1","blue",1
"A_32_P48134","TPTE2P3","turquoise",1
"A_33_P3418710","A_33_P3418710","turquoise",1
"A_23_P373119","HMGB3P1","turquoise",1
"A_33_P3262665","A_33_P3262665","turquoise",1
"A_33_P3401621","A_33_P3401621","blue",1
"A_33_P3245115","A_33_P3245115","turquoise",1
"A_24_P9285","LMAN2","blue",1
"A_33_P3292769","A_33_P3292769","turquoise",1
"A_24_P61864","CCDC47","blue",1
"A_24_P117138","ZNF626","turquoise",1
"A_24_P160225","DIPK2B","turquoise",1
"A_23_P76071","B3GNT4","turquoise",1
"A_23_P4551","SETBP1","turquoise",1
"A_33_P3394405","A_33_P3394405","blue",1
"A_23_P11390","VCY","blue",1
"A_23_P168556","STX1A","turquoise",1
"A_33_P3375127","A_33_P3375127","blue",1
"A_23_P93311","DDR1","blue",1
"A_33_P3340040","A_33_P3340040","blue",1
"A_23_P55073","NOL11","blue",1
"A_24_P324314","MXRA7","turquoise",1
"A_32_P108474","ABCE1","blue",1
"A_33_P3323298","A_33_P3323298","blue",1
"A_24_P935491","COL3A1","blue",1
"A_33_P3351097","A_33_P3351097","blue",1
"A_33_P3409062","A_33_P3409062","turquoise",1
"A_24_P41975","TDRKH","turquoise",1
"A_33_P3274691","A_33_P3274691","blue",1
"A_23_P45324","TMEM35A","turquoise",1
"A_23_P428129","CDKN1C","turquoise",1
"A_24_P24053","A_24_P24053","blue",1
"A_33_P3218559","A_33_P3218559","turquoise",1
"A_33_P3277110","A_33_P3277110","turquoise",1
"A_33_P3578325","A_33_P3578325","turquoise",1
"A_23_P315843","NCOA5","blue",1
"A_23_P154875","BACE2","blue",1
"A_24_P48898","APOL2","turquoise",1
"A_23_P205900","NTRK3","turquoise",1
"A_33_P3418942","A_33_P3418942","blue",1
"A_23_P18579","PTTG2","blue",1
"A_24_P331704","KRT80","turquoise",1
"A_32_P199429","A_32_P199429","turquoise",1
"A_24_P379820","ITM2C","blue",1
"A_23_P4443","TBX4","turquoise",1
"A_23_P167997","H2BC8","turquoise",1
"A_23_P251132","SNTG2","turquoise",1
"A_33_P3235147","A_33_P3235147","blue",1
"A_33_P3286302","A_33_P3286302","blue",1
"A_23_P115838","A_23_P115838","blue",1
"A_33_P3240912","A_33_P3240912","blue",1
"A_33_P3409944","A_33_P3409944","turquoise",1
"A_23_P21976","CSPG4","turquoise",1
"A_33_P3321342","A_33_P3321342","turquoise",1
"A_23_P315836","BAIAP2","blue",1
"A_24_P195669","MYO15B","blue",1
"A_23_P340822","CATSPERD","brown",1
"A_32_P831181","BRI3BP","turquoise",1
"A_23_P23815","SLC30A1","turquoise",1
"A_33_P3390793","A_33_P3390793","blue",1
"A_23_P392126","LYRM9","blue",1
"A_33_P3215913","A_33_P3215913","turquoise",1
"A_33_P3368636","A_33_P3368636","blue",1
"A_33_P3322814","A_33_P3322814","turquoise",1
"A_24_P273489","SH2D4B","turquoise",1
"A_33_P3211804","A_33_P3211804","turquoise",1
"A_23_P71146","POLD2","blue",1
"A_23_P154488","PNPT1","blue",1
"A_23_P102681","LINC01711","blue",1
"A_23_P377094","PNMA3","turquoise",1
"A_24_P349039","ARHGAP31","turquoise",1
"A_24_P3783","H2BC14","turquoise",1
"A_33_P3360216","A_33_P3360216","turquoise",1
"A_33_P3288431","A_33_P3288431","turquoise",1
"A_23_P366216","H2BC9","turquoise",1
"A_24_P665504","LINC01000","blue",1
"A_24_P818010","A_24_P818010","blue",1
"A_32_P132589","A_32_P132589","turquoise",1
"A_33_P3268507","A_33_P3268507","turquoise",1
"A_32_P101352","CXorf65","turquoise",1
"A_23_P251505","NSUN5","blue",1
"A_23_P50426","KANK2","turquoise",1
"A_23_P48166","TWF1","blue",1
"A_23_P217468","AFF2","turquoise",1
"A_23_P214627","AIF1","turquoise",1
"A_33_P3236416","A_33_P3236416","turquoise",1
"A_23_P114947","RGS2","turquoise",1
"(+)E1A_r60_a107","(+)E1A_r60_a107","turquoise",1
"A_32_P332551","FAM216B","brown",1
"A_33_P3370890","A_33_P3370890","brown",1
"A_33_P3781228","A_33_P3781228","blue",1
"A_33_P3373358","A_33_P3373358","turquoise",1
"A_23_P76034","NECTIN1","turquoise",1
"A_24_P211709","XPNPEP2","turquoise",1
"A_23_P28105","TSN","blue",1
"A_33_P3417751","A_33_P3417751","turquoise",1
"A_23_P388681","ELAVL1","blue",1
"A_33_P3226080","A_33_P3226080","turquoise",1
"A_33_P3321070","A_33_P3321070","turquoise",1
"A_32_P159234","A_32_P159234","turquoise",1
"A_33_P3323647","A_33_P3323647","turquoise",1
"A_23_P58321","CCNA2","blue",1
"A_32_P70818","PAX9","turquoise",1
"A_23_P59069","H2BC17","turquoise",1
"A_33_P3359953","A_33_P3359953","turquoise",1
"A_33_P3246505","A_33_P3246505","blue",1
"A_23_P65558","MGAT2","turquoise",1
"A_23_P168288","IL22RA2","turquoise",1
"A_23_P128470","CLEC12A","turquoise",1
"A_23_P254212","RPA4","turquoise",1
"A_32_P120638","INTS4","blue",1
"A_33_P3288219","A_33_P3288219","turquoise",1
"A_33_P3276019","A_33_P3276019","turquoise",1
"A_33_P3412658","A_33_P3412658","turquoise",1
"A_33_P3339361","A_33_P3339361","blue",1
"A_24_P45476","XCL1","turquoise",1
"A_23_P33196","COL5A2","blue",1
"A_23_P149200","CDC20","blue",1
"A_23_P30805","H4C11","blue",1
"A_23_P55107","ULK2","blue",1
"A_33_P3352877","A_33_P3352877","blue",1
"A_33_P3362321","A_33_P3362321","blue",1
"A_33_P3224710","A_33_P3224710","turquoise",1
"A_33_P3261720","A_33_P3261720","blue",1
"A_23_P167005","GPR160","turquoise",1
"A_23_P421175","FAM83H","turquoise",1
"A_33_P3346669","A_33_P3346669","blue",1
"A_23_P400078","MTHFR","blue",1
"A_23_P43337","FREM1","turquoise",1
"A_33_P3361636","A_33_P3361636","turquoise",1
"A_23_P392384","AIF1L","turquoise",1
"A_33_P3416787","A_33_P3416787","blue",1
"A_23_P2143","SPCS2","turquoise",1
"A_32_P130265","ZC3H11A","blue",1
"A_23_P83751","JHY","blue",1
"A_23_P201211","FCRL5","blue",1
"A_33_P3264200","A_33_P3264200","turquoise",1
"A_33_P3319486","A_33_P3319486","turquoise",1
"A_33_P3304377","A_33_P3304377","turquoise",1
"A_33_P3247022","A_33_P3247022","blue",1
"A_33_P3221868","A_33_P3221868","turquoise",1
"A_23_P131866","AURKA","blue",1
"A_23_P119448","PPP6R1","turquoise",1
"A_23_P169039","SNAI2","blue",1
"A_24_P370420","RCC1L","blue",1
"A_33_P3319281","A_33_P3319281","blue",1
"A_23_P254756","CD164","blue",1
"A_33_P3629131","A_33_P3629131","blue",1
"A_24_P178631","A_24_P178631","turquoise",1
"A_33_P3772937","A_33_P3772937","blue",1
"A_24_P339560","SIGLEC11","turquoise",1
"A_23_P78543","AP1M2","blue",1
"A_33_P3230414","A_33_P3230414","turquoise",1
"A_32_P103633","MCM2","blue",1
"A_32_P158966","KLRF1","turquoise",1
"A_23_P7048","LINC01587","turquoise",1
"A_23_P109452","CHEK2","blue",1
"A_23_P320242","ELAPOR2","turquoise",1
"A_24_P389916","LRRC32","turquoise",1
"A_23_P162970","IPO4","blue",1
"A_33_P3282404","A_33_P3282404","turquoise",1
"A_24_P237175","CST2","blue",1
"A_33_P3373775","A_33_P3373775","turquoise",1
"A_23_P503064","KL","turquoise",1
"A_33_P3279590","A_33_P3279590","turquoise",1
"A_24_P96961","SPSB1","turquoise",1
"A_33_P3417589","A_33_P3417589","blue",1
"A_33_P3291831","A_33_P3291831","blue",1
"A_33_P3789327","A_33_P3789327","blue",1
"A_23_P203888","MMP19","turquoise",1
"A_23_P257355","OTC","blue",1
"A_23_P92727","RAI14","blue",1
"A_33_P3275255","A_33_P3275255","turquoise",1
"A_33_P3410589","A_33_P3410589","turquoise",1
"A_23_P378416","GPM6B","turquoise",1
"A_32_P161033","A_32_P161033","turquoise",1
"A_32_P149060","LINC00515","turquoise",1
"A_33_P3403117","A_33_P3403117","blue",1
"A_33_P3323847","A_33_P3323847","turquoise",1
"A_24_P641130","PRRC2A","blue",1
"A_23_P121716","ANXA3","turquoise",1
"A_33_P3317327","A_33_P3317327","turquoise",1
"A_23_P502350","RFX2","brown",1
"A_23_P49041","TMEM62","blue",1
"A_33_P3212982","A_33_P3212982","turquoise",1
"A_23_P336612","CFAP161","brown",1
"A_33_P3289000","A_33_P3289000","turquoise",1
"A_23_P116091","DPP3","blue",1
"A_33_P3268060","A_33_P3268060","turquoise",1
"A_33_P3413020","A_33_P3413020","turquoise",1
"A_23_P403588","USP47","blue",1
"A_24_P49199","GLDN","turquoise",1
"A_23_P383986","CHST15","turquoise",1
"A_33_P3415097","A_33_P3415097","blue",1
"A_23_P339119","ACSS3","turquoise",1
"A_33_P3414058","A_33_P3414058","blue",1
"A_33_P3365616","A_33_P3365616","blue",1
"A_24_P315014","A_24_P315014","turquoise",1
"A_23_P434473","STT3B","blue",1
"A_24_P53215","UNC13D","turquoise",1
"A_23_P50508","PLA2G4C","turquoise",1
"A_23_P252855","BRIX1","blue",1
"A_23_P100711","PMP22","turquoise",1
"A_33_P3290522","A_33_P3290522","turquoise",1
"A_33_P3360867","A_33_P3360867","blue",1
"A_33_P3264364","A_33_P3264364","blue",1
"A_33_P3258612","A_33_P3258612","blue",1
"A_23_P44674","CRIP1","turquoise",1
"A_23_P54605","RSL1D1","blue",1
"A_23_P500093","RGS13","turquoise",1
"A_33_P3363485","A_33_P3363485","blue",1
"A_23_P253221","ARHGEF4","turquoise",1
"A_23_P145724","PPP1R17","turquoise",1
"A_33_P3272568","A_33_P3272568","turquoise",1
"A_33_P3228732","A_33_P3228732","blue",1
"A_24_P759584","DIO3OS","blue",1
"A_33_P3355762","A_33_P3355762","turquoise",1
"A_33_P3243069","A_33_P3243069","turquoise",1
"A_33_P3220545","A_33_P3220545","turquoise",1
"A_24_P169386","FAM228A","blue",1
"A_33_P3355266","A_33_P3355266","blue",1
"A_23_P135669","SLCO5A1","turquoise",1
"A_33_P3239184","A_33_P3239184","blue",1
"A_23_P16275","TSKS","turquoise",1
"A_23_P149099","DDOST","blue",1
"A_23_P137403","LRRC41","blue",1
"A_33_P3273684","A_33_P3273684","turquoise",1
"A_24_P754817","EFL1","turquoise",1
"A_33_P3225477","A_33_P3225477","turquoise",1
"A_24_P399230","WFIKKN2","turquoise",1
"A_33_P3339375","A_33_P3339375","blue",1
"A_33_P3399090","A_33_P3399090","turquoise",1
"A_33_P3265866","A_33_P3265866","blue",1
"A_33_P3405474","A_33_P3405474","turquoise",1
"A_24_P117147","KIR3DL1","turquoise",1
"A_23_P94472","FBP2","turquoise",1
"A_23_P51126","IL1RL1","turquoise",1
"A_24_P109069","SYT15","turquoise",1
"A_23_P74778","C1orf54","blue",1
"A_33_P3343120","A_33_P3343120","turquoise",1
"A_23_P99540","ZFP36L1","blue",1
"A_23_P211064","PAXBP1","blue",1
"A_23_P92754","FGFR4","turquoise",1
"A_24_P222835","S100PBP","turquoise",1
"A_33_P3261353","A_33_P3261353","blue",1
"A_23_P82523","ABCB1","turquoise",1
"A_32_P209208","CAPS2","brown",1
"A_33_P3301351","A_33_P3301351","turquoise",1
"A_33_P3421695","A_33_P3421695","blue",1
"A_32_P213637","A_32_P213637","blue",1
"A_23_P302302","LINC00917","turquoise",1
"A_24_P940115","DLC1","turquoise",1
"A_23_P107412","P4HB","blue",1
"A_33_P3296991","A_33_P3296991","turquoise",1
"A_33_P3264394","A_33_P3264394","turquoise",1
"A_33_P3407880","A_33_P3407880","grey",1
"A_24_P131589","CD86","turquoise",1
"A_23_P31996","SLC46A2","turquoise",1
"A_23_P205746","EML1","turquoise",1
"A_33_P3242373","A_33_P3242373","turquoise",1
"A_33_P3268395","A_33_P3268395","turquoise",1
"A_33_P3376131","A_33_P3376131","turquoise",1
"A_24_P319613","NEK2","blue",1
"A_33_P3366575","A_33_P3366575","blue",1
"A_23_P412515","CLDN12","blue",1
"A_23_P127522","HYLS1","turquoise",1
"A_33_P3306452","A_33_P3306452","blue",1
"A_23_P200874","CEP85","blue",1
"A_23_P345220","SH3PXD2A","blue",1
"A_23_P64280","A_23_P64280","turquoise",1
"A_24_P281036","LRRC31","grey",1
"A_24_P940166","PAPSS2","turquoise",1
"A_23_P100127","KNL1","blue",1
"A_32_P77102","LINC00892","turquoise",1
"A_23_P79968","PCSK2","turquoise",1
"A_33_P3243405","A_33_P3243405","turquoise",1
"A_23_P88880","ZNF423","turquoise",1
"A_23_P112859","CST1","blue",1
"A_33_P3724750","A_33_P3724750","blue",1
"A_33_P3306085","A_33_P3306085","blue",1
"A_33_P3325665","A_33_P3325665","turquoise",1
"A_23_P18196","RFC4","blue",1
"A_33_P3309804","A_33_P3309804","turquoise",1
"A_33_P3261700","A_33_P3261700","blue",1
"A_23_P40174","MMP9","blue",1
"A_23_P436284","SLC51B","turquoise",1
"A_24_P220855","ITIH5","turquoise",1
"A_33_P3304170","A_33_P3304170","turquoise",1
"A_24_P85557","GPR37","turquoise",1
"A_33_P3270863","A_33_P3270863","grey",1
"A_33_P3350726","A_33_P3350726","turquoise",1
"A_23_P305092","CRTAM","turquoise",1
"A_33_P3383856","A_33_P3383856","turquoise",1
"A_23_P81158","ADH1C","turquoise",1
"A_33_P3416762","A_33_P3416762","blue",1
"A_32_P29118","SEMA3D","turquoise",1
"A_23_P9894","PRMT3","blue",1
"A_23_P419239","ETNK1","blue",1
"A_23_P35617","PLCE1","blue",1
"A_23_P66694","EVI2B","turquoise",1
"A_32_P4595","SGCD","turquoise",1
"A_33_P3363260","A_33_P3363260","turquoise",1
"A_24_P206776","CRYAB","turquoise",1
"A_33_P3382177","A_33_P3382177","turquoise",1
"A_23_P73837","TLR8","turquoise",1
"A_33_P3250348","A_33_P3250348","turquoise",1
"A_33_P3262670","A_33_P3262670","turquoise",1
"A_33_P3348288","A_33_P3348288","blue",1
"A_32_P79483","FGF14-AS2","turquoise",1
"A_32_P352697","YTHDC1","turquoise",1
"A_33_P3368109","A_33_P3368109","blue",1
"A_24_P156769","MPL","blue",1
"A_23_P386420","GTF2H3","blue",1
"A_33_P3841819","A_33_P3841819","turquoise",1
"A_24_P91916","NXT2","turquoise",1
"A_23_P4494","DSC2","blue",1
"A_32_P186474","RACGAP1","blue",1
"A_33_P3319905","A_33_P3319905","grey",1
"A_23_P397347","MCM9","turquoise",1
"A_23_P92860","CCNO","turquoise",1
"A_24_P324405","ANKRD11","turquoise",1
"A_23_P39616","ORC2","blue",1
"A_33_P3421913","A_33_P3421913","blue",1
"A_33_P3369371","A_33_P3369371","turquoise",1
"A_33_P3362371","A_33_P3362371","blue",1
"A_23_P7101","SLBP","blue",1
"A_33_P3316800","A_33_P3316800","blue",1
"A_23_P326691","RBBP4","blue",1
"A_23_P52298","NPM3","turquoise",1
"A_24_P176079","WASF3","turquoise",1
"A_23_P255695","SLC17A3","turquoise",1
"A_24_P569294","MRPS12","blue",1
"A_32_P199551","SPTSSB","turquoise",1
"A_23_P85682","NFIA","blue",1
"A_32_P25050","RDH10","turquoise",1
"A_33_P3244096","A_33_P3244096","blue",1
"A_33_P3375556","A_33_P3375556","turquoise",1
"A_23_P412321","CCR5","turquoise",1
"A_23_P200310","DEPDC1","blue",1
"A_23_P431569","A_23_P431569","blue",1
"A_23_P34700","TNNT2","turquoise",1
"A_33_P3220738","A_33_P3220738","turquoise",1
"A_23_P23279","RCSD1","turquoise",1
"A_33_P3679936","A_33_P3679936","turquoise",1
"A_33_P3228325","A_33_P3228325","blue",1
"A_33_P3285354","A_33_P3285354","turquoise",1
"A_33_P3331150","A_33_P3331150","blue",1
"A_23_P102582","RAB5IF","turquoise",1
"A_33_P3238148","A_33_P3238148","blue",1
"A_23_P201319","DISP1","blue",1
"A_23_P107116","RNF112","turquoise",1
"A_33_P3229417","A_33_P3229417","turquoise",1
"A_33_P3356290","A_33_P3356290","turquoise",1
"A_33_P3352557","A_33_P3352557","turquoise",1
"A_32_P117812","LYSMD4","blue",1
"A_23_P1173","HABP2","grey",1
"A_33_P3240674","A_33_P3240674","turquoise",1
"A_23_P82478","PUS7","blue",1
"A_33_P3220247","A_33_P3220247","blue",1
"A_33_P3477521","A_33_P3477521","blue",1
"A_23_P37167","MYH6","turquoise",1
"A_33_P3296499","A_33_P3296499","turquoise",1
"A_23_P152002","BCL2A1","turquoise",1
"A_33_P3278313","A_33_P3278313","turquoise",1
"A_33_P3247165","A_33_P3247165","turquoise",1
"A_33_P3384452","A_33_P3384452","blue",1
"A_33_P3345782","A_33_P3345782","turquoise",1
"A_23_P417974","AQP11","turquoise",1
"A_33_P3255824","A_33_P3255824","blue",1
"A_33_P3298159","A_33_P3298159","turquoise",1
"A_24_P182494","DUSP10","blue",1
"A_33_P3372281","A_33_P3372281","blue",1
"A_33_P3293913","A_33_P3293913","turquoise",1
"A_24_P795371","NR2F2-AS1","turquoise",1
"A_33_P3401307","A_33_P3401307","blue",1
"A_23_P136817","KNTC1","blue",1
"A_33_P3240333","A_33_P3240333","blue",1
"A_24_P147765","FOXRED2","blue",1
"A_33_P3244013","A_33_P3244013","turquoise",1
"A_23_P102331","SCN7A","turquoise",1
"A_33_P3253361","A_33_P3253361","turquoise",1
"A_24_P56363","CAB39L","turquoise",1
"A_24_P302584","SOX11","blue",1
"A_24_P299663","ZBTB18","turquoise",1
"A_24_P346604","UBE2W","turquoise",1
"A_33_P3315263","A_33_P3315263","turquoise",1
"A_23_P93082","NUS1","blue",1
"A_24_P110141","DNM1P46","blue",1
"A_33_P3233055","A_33_P3233055","turquoise",1
"A_23_P96641","PRPS2","blue",1
"A_33_P3255701","A_33_P3255701","blue",1
"A_33_P3346498","A_33_P3346498","blue",1
"A_23_P346900","CACNA2D2","blue",1
"A_33_P3295458","A_33_P3295458","blue",1
"A_33_P3645888","A_33_P3645888","blue",1
"A_24_P18802","VPS18","turquoise",1
"A_23_P117662","HDC","blue",1
"A_24_P31275","ATP1B2","turquoise",1
"A_33_P3269789","A_33_P3269789","turquoise",1
"A_33_P3313640","A_33_P3313640","turquoise",1
"A_23_P80648","MFN1","turquoise",1
"A_33_P3307535","A_33_P3307535","turquoise",1
"A_33_P3387145","A_33_P3387145","turquoise",1
"A_23_P142631","FKBP1B","turquoise",1
"A_24_P69538","TLR4","turquoise",1
"A_23_P112548","HDHD3","turquoise",1
"A_24_P542375","PTMA","turquoise",1
"A_33_P3356990","A_33_P3356990","turquoise",1
"A_33_P3282614","A_33_P3282614","blue",1
"A_33_P3351765","A_33_P3351765","turquoise",1
"A_24_P941831","TMEM237","turquoise",1
"A_23_P43255","CYRIB","turquoise",1
"A_23_P104617","LARGE2","turquoise",1
"A_23_P389588","TCF7L2","turquoise",1
"A_33_P3397150","A_33_P3397150","turquoise",1
"A_33_P3360997","A_33_P3360997","blue",1
"A_33_P3404739","A_33_P3404739","blue",1
"A_24_P151582","TEF","turquoise",1
"A_23_P215491","CCL24","blue",1
"A_23_P254179","ADNP","blue",1
"A_23_P62115","TIMP1","blue",1
"A_23_P93180","H2BC4","blue",1
"A_33_P3389872","A_33_P3389872","blue",1
"A_33_P3323368","A_33_P3323368","blue",1
"A_23_P46604","NIPAL3","blue",1
"A_23_P407565","CX3CR1","turquoise",1
"A_23_P31389","TRA2A","blue",1
"A_24_P48723","PTGIS","turquoise",1
"A_23_P203376","MS4A6A","turquoise",1
"A_23_P500542","DMBX1","turquoise",1
"A_24_P181585","LRRC59","turquoise",1
"A_32_P87649","TMCO2","blue",1
"A_23_P47790","METTL1","turquoise",1
"A_33_P3406923","A_33_P3406923","turquoise",1
"A_33_P3324409","A_33_P3324409","turquoise",1
"A_23_P422212","SLC35F3","turquoise",1
"A_33_P3368755","A_33_P3368755","turquoise",1
"A_23_P145984","TSPAN12","turquoise",1
"A_23_P397341","PAQR4","blue",1
"A_33_P3238335","A_33_P3238335","turquoise",1
"A_32_P222695","ARHGEF37","blue",1
"A_23_P363255","CCDC68","blue",1
"A_23_P73530","MTMR1","turquoise",1
"A_24_P84752","A_24_P84752","turquoise",1
"A_33_P3291092","A_33_P3291092","turquoise",1
"A_33_P3344127","A_33_P3344127","turquoise",1
"A_33_P3407350","A_33_P3407350","turquoise",1
"A_32_P204676","FABP5","turquoise",1
"A_24_P301846","GART","blue",1
"A_23_P20832","SPTAN1","turquoise",1
"A_23_P149206","B4GALT2","blue",1
"A_23_P217384","AP1S2","turquoise",1
"A_23_P435477","TMPRSS13","turquoise",1
"A_32_P60606","LINC02656","blue",1
"A_23_P404481","S1PR1","turquoise",1
"A_23_P10506","HPGDS","blue",1
"A_33_P3415086","A_33_P3415086","blue",1
"A_33_P3251108","A_33_P3251108","blue",1
"A_33_P3382835","A_33_P3382835","turquoise",1
"A_23_P251173","EIF2AK1","blue",1
"A_33_P3313597","A_33_P3313597","turquoise",1
"A_33_P3367301","A_33_P3367301","turquoise",1
"A_33_P3236921","A_33_P3236921","blue",1
"A_33_P3380982","A_33_P3380982","blue",1
"A_23_P45913","SNRNP40","blue",1
"A_33_P3322363","A_33_P3322363","turquoise",1
"A_23_P259901","TKTL1","turquoise",1
"A_23_P410717","CIART","blue",1
"A_33_P3351027","A_33_P3351027","blue",1
"A_23_P126605","TMOD4","blue",1
"A_33_P3289865","A_33_P3289865","turquoise",1
"A_23_P129334","CLCN7","blue",1
"A_23_P380298","LZTS3","blue",1
"A_23_P252145","C1GALT1","turquoise",1
"A_23_P7402","PDZD2","turquoise",1
"A_23_P168882","TP53INP1","turquoise",1
"A_23_P120776","SLC25A1","blue",1
"A_33_P3229402","A_33_P3229402","turquoise",1
"A_23_P306941","RGL4","turquoise",1
"A_23_P126266","HLX","turquoise",1
"A_23_P24676","OR8U1","turquoise",1
"A_24_P827037","LRRC15","blue",1
"A_32_P27917","KIF26A","turquoise",1
"A_24_P180680","LAPTM4B","blue",1
"A_23_P106773","SULT1A2","blue",1
"A_23_P59637","DOCK4","turquoise",1
"A_23_P123071","CAV2","turquoise",1
"A_23_P10305","CTPS2","blue",1
"A_23_P125383","TMEFF2","turquoise",1
"A_33_P3229122","A_33_P3229122","blue",1
"A_23_P216355","TONSL","blue",1
"A_33_P3407469","A_33_P3407469","blue",1
"A_23_P140748","NDRG4","turquoise",1
"A_33_P3277679","A_33_P3277679","turquoise",1
"A_23_P27795","SPINT2","turquoise",1
"A_33_P3213086","A_33_P3213086","turquoise",1
"A_33_P3307500","A_33_P3307500","turquoise",1
"A_33_P3360072","A_33_P3360072","turquoise",1
"A_33_P3344399","A_33_P3344399","turquoise",1
"A_23_P18598","PI4K2B","blue",1
"A_23_P363769","KRT86","turquoise",1
"A_33_P3343690","A_33_P3343690","blue",1
"A_33_P3276703","A_33_P3276703","blue",1
"A_33_P3212109","A_33_P3212109","blue",1
"A_33_P3319785","A_33_P3319785","grey",1
"A_32_P51237","KANK4","turquoise",1
"A_23_P419150","VENTX","turquoise",1
"A_33_P3235410","A_33_P3235410","turquoise",1
"A_23_P310","MARCKSL1","blue",1
"A_33_P3251547","A_33_P3251547","blue",1
"A_33_P3591761","A_33_P3591761","blue",1
"A_33_P3421178","A_33_P3421178","blue",1
"A_33_P3247624","A_33_P3247624","turquoise",1
"A_33_P3236071","A_33_P3236071","turquoise",1
"A_32_P187571","SCN2B","blue",1
"A_33_P3274710","A_33_P3274710","turquoise",1
"A_23_P49376","CETP","turquoise",1
"A_23_P256965","FAM167A-AS1","turquoise",1
"A_24_P372048","YKT6","blue",1
"A_23_P122896","TFR2","blue",1
"A_33_P3395081","A_33_P3395081","blue",1
"A_33_P3294459","A_33_P3294459","blue",1
"A_23_P17053","IL36G","turquoise",1
"A_23_P161918","CCDC86","blue",1
"A_33_P3375145","A_33_P3375145","turquoise",1
"A_23_P51690","RHBG","turquoise",1
"A_23_P41872","B4GALT7","blue",1
"A_24_P159434","CD300A","turquoise",1
"A_33_P3423185","A_33_P3423185","turquoise",1
"A_24_P298420","PRMT5","blue",1
"A_33_P3313830","A_33_P3313830","blue",1
"A_33_P3211520","A_33_P3211520","blue",1
"A_33_P3376095","A_33_P3376095","blue",1
"A_23_P33914","NUP62CL","turquoise",1
"A_24_P293114","SPTBN4","blue",1
"A_33_P3272828","A_33_P3272828","blue",1
"A_33_P3388651","A_33_P3388651","turquoise",1
"A_32_P204239","A_32_P204239","brown",1
"A_24_P20873","H4C9","turquoise",1
"A_24_P144346","A_24_P144346","blue",1
"A_23_P352950","PNMA5","turquoise",1
"A_33_P3284888","A_33_P3284888","turquoise",1
"A_33_P3403937","A_33_P3403937","turquoise",1
"A_33_P3351052","A_33_P3351052","blue",1
"A_23_P129246","PLEKHO2","turquoise",1
"A_33_P3320212","A_33_P3320212","turquoise",1
"A_23_P252100","TAS2R5","turquoise",1
"A_23_P71037","IL6","turquoise",1
"A_23_P325155","CD200R1","turquoise",1
"A_23_P106405","NDN","turquoise",1
"A_23_P70359","AGPAT4-IT1","turquoise",1
"A_23_P51376","NKAIN1","blue",1
"A_23_P47340","DSCAML1","turquoise",1
"A_23_P28886","PCNA","blue",1
"A_24_P343095","DHFR","blue",1
"A_24_P69379","CASD1","turquoise",1
"A_33_P3242965","A_33_P3242965","blue",1
"A_23_P416608","LAMP2","blue",1
"A_33_P3213832","A_33_P3213832","turquoise",1
"A_33_P3255647","A_33_P3255647","blue",1
"A_33_P3251209","A_33_P3251209","turquoise",1
"A_24_P342312","TENM4","blue",1
"A_23_P36641","AICDA","turquoise",1
"A_33_P3298861","A_33_P3298861","blue",1
"A_23_P50096","TYMS","blue",1
"A_23_P343900","A_23_P343900","blue",1
"A_24_P119609","MYO1D","blue",1
"A_24_P152188","PRICKLE2","turquoise",1
"A_23_P64611","P2RY6","turquoise",1
"A_23_P76914","SIX1","turquoise",1
"A_23_P93258","H3C2","blue",1
"A_23_P69738","RASL11B","turquoise",1
"A_24_P238499","TYMSOS","turquoise",1
"A_33_P3249037","A_33_P3249037","turquoise",1
"A_23_P415706","A_23_P415706","blue",1
"A_23_P141173","MPO","grey",1
"A_23_P112341","RMI1","blue",1
"A_33_P3266410","A_33_P3266410","blue",1
"A_23_P206661","NQO1","blue",1
"A_33_P3361152","A_33_P3361152","turquoise",1
"A_23_P3204","MAPK6","blue",1
"A_33_P3272402","A_33_P3272402","blue",1
"A_33_P3272957","A_33_P3272957","blue",1
"A_23_P70670","CD83","turquoise",1
